,High_Yield_Credit_Spread
2012-01-03,3.238832840859128
2012-01-04,4.3989876272909525
2012-01-05,3.722445386035825
2012-01-06,4.006084841141453
2012-01-09,3.9535627493034737
2012-01-10,3.364225739553858
2012-01-11,3.423457834130109
2012-01-12,4.483897234501713
2012-01-13,4.1994960787508475
2012-01-16,4.5250245207767135
2012-01-17,4.162329117751259
2012-01-18,4.071495317404608
2012-01-19,3.136994690666617
2012-01-20,3.864816651619415
2012-01-23,3.986307839798128
2012-01-24,4.976553599136287
2012-01-25,4.343478316049339
2012-01-26,4.768030590854764
2012-01-27,4.298768852947364
2012-01-30,3.64434838652526
2012-01-31,4.058562108074925
2012-02-01,4.118111823132116
2012-02-02,3.530422215114659
2012-02-03,3.8078063117035392
2012-02-06,3.897116503161414
2012-02-07,4.802809916282559
2012-02-08,2.959629737304511
2012-02-09,4.602909210358021
2012-02-10,3.5316023825203087
2012-02-13,3.313960406365193
2012-02-14,4.589971065019232
2012-02-15,4.3659490346171905
2012-02-16,4.627259351190595
2012-02-17,4.400350973772788
2012-02-20,5.029922500868701
2012-02-21,4.279361918472243
2012-02-22,3.921761311938421
2012-02-23,4.171463188660671
2012-02-24,4.621734564172982
2012-02-27,3.6103123373699413
2012-02-28,3.6740557087343095
2012-02-29,3.845519992701046
2012-03-01,2.947708600617334
2012-03-02,4.0690392042087735
2012-03-05,3.0569356480244867
2012-03-06,4.02652965646631
2012-03-07,4.432644878067625
2012-03-08,3.761561769678082
2012-03-09,4.838557935093435
2012-03-12,3.269749550290756
2012-03-13,4.595630340815916
2012-03-14,4.337568528203461
2012-03-15,3.1419833758446556
2012-03-16,5.355397149520266
2012-03-19,3.968127357248017
2012-03-20,3.561257988922184
2012-03-21,3.2964564026079914
2012-03-22,3.889990986170163
2012-03-23,3.93629656380502
2012-03-26,4.051322764269832
2012-03-27,3.85110192188802
2012-03-28,4.316612655057547
2012-03-29,3.806185083668377
2012-03-30,3.0325179413797647
2012-04-02,3.9253192521751794
2012-04-03,2.816261173313361
2012-04-04,4.176885315445695
2012-04-05,3.5103498848586825
2012-04-06,4.0816801774579
2012-04-09,4.657037490762302
2012-04-10,3.525625652366
2012-04-11,4.530628129256059
2012-04-12,3.7833052166569234
2012-04-13,4.876597401032793
2012-04-16,3.8174236934008934
2012-04-17,3.579753507246654
2012-04-18,4.343619225197644
2012-04-19,3.782105135188182
2012-04-20,3.5792752429354957
2012-04-23,3.7610800746481043
2012-04-24,3.977696733908499
2012-04-25,4.671090065622427
2012-04-26,3.0329561272702117
2012-04-27,4.011540329475211
2012-04-30,4.3124517973270216
2012-05-01,4.096724287495898
2012-05-02,4.654932584716767
2012-05-03,3.9628273351207377
2012-05-04,3.9077242789070272
2012-05-07,4.296164773506671
2012-05-08,4.049656907475675
2012-05-09,3.8047956308597644
2012-05-10,4.25807201979319
2012-05-11,3.6737358533916775
2012-05-14,3.6944114239903363
2012-05-15,3.736002989117193
2012-05-16,4.676534580083204
2012-05-17,2.3894918220071433
2012-05-18,4.197799417381471
2012-05-21,4.017135907100111
2012-05-22,3.15956477038094
2012-05-23,4.154863389568001
2012-05-24,4.237875995915766
2012-05-25,4.2948196156787
2012-05-28,2.6740859684775256
2012-05-29,4.683194705927219
2012-05-30,3.6311316476575795
2012-05-31,4.343283873376588
2012-06-01,4.370536890341143
2012-06-04,3.5616514571903535
2012-06-05,4.330229976175775
2012-06-06,3.807253379543821
2012-06-07,2.9643114103309216
2012-06-08,4.583870962763889
2012-06-11,3.6124775184918803
2012-06-12,3.572753268630973
2012-06-13,3.798467065981639
2012-06-14,4.136118362663694
2012-06-15,3.9713647945889488
2012-06-18,4.274033462353585
2012-06-19,3.3302553167356708
2012-06-20,3.6288068147846326
2012-06-21,3.942001463839233
2012-06-22,4.948943646329353
2012-06-25,3.943093730793121
2012-06-26,4.5426111318308156
2012-06-27,4.019277584392158
2012-06-28,3.7581706812812157
2012-06-29,3.8766377879427796
2012-07-02,3.9157901439855594
2012-07-03,4.301822869480369
2012-07-04,4.687305633788277
2012-07-05,4.17984042384316
2012-07-06,4.593538839370877
2012-07-09,3.517605131185157
2012-07-10,3.7926847455929846
2012-07-11,3.637848732896167
2012-07-12,4.1572222954374265
2012-07-13,3.820520807410293
2012-07-16,4.364886468517097
2012-07-17,3.5344991441837794
2012-07-18,4.021515486660641
2012-07-19,4.343428955506128
2012-07-20,2.967348612479695
2012-07-23,5.060815653665101
2012-07-24,3.8584240575600623
2012-07-25,2.9874800431619137
2012-07-26,4.079046949288393
2012-07-27,4.016721733986575
2012-07-30,3.9590528102137537
2012-07-31,4.495595556463333
2012-08-01,4.373722485713528
2012-08-02,4.148938095511922
2012-08-03,4.225077816973323
2012-08-06,3.947820775280957
2012-08-07,4.887745424620024
2012-08-08,3.2604019908211166
2012-08-09,4.069825837107948
2012-08-10,4.03251231559439
2012-08-13,4.406640203032296
2012-08-14,3.5780730612875504
2012-08-15,3.128163698801732
2012-08-16,4.078411508049097
2012-08-17,4.140615246109302
2012-08-20,4.744799704723825
2012-08-21,3.364818976837457
2012-08-22,4.57734688335836
2012-08-23,5.183707182013561
2012-08-24,3.8111175562387616
2012-08-27,3.354528890253388
2012-08-28,3.7965128168133147
2012-08-29,4.007002483685691
2012-08-30,4.281893937503457
2012-08-31,3.7043026350809765
2012-09-03,4.777599267073671
2012-09-04,3.442733842495969
2012-09-05,3.1303974239136
2012-09-06,4.553355212143659
2012-09-07,2.8626894843969
2012-09-10,3.8979351155636417
2012-09-11,5.558840564604024
2012-09-12,3.9939782235200343
2012-09-13,3.439616174651875
2012-09-14,3.971301268106603
2012-09-17,3.974599605690233
2012-09-18,4.080324970176559
2012-09-19,4.33113149107981
2012-09-20,3.4804444158161303
2012-09-21,4.843774027618397
2012-09-24,4.1225571421863085
2012-09-25,4.363397023200902
2012-09-26,3.685925300122179
2012-09-27,4.643191068497766
2012-09-28,3.8714737955934675
2012-10-01,4.138776256746766
2012-10-02,3.533446961406445
2012-10-03,3.5015341867989367
2012-10-04,4.344102653226441
2012-10-05,3.778196584896307
2012-10-08,3.5730884562478114
2012-10-09,3.678408328986485
2012-10-10,4.34947653585871
2012-10-11,3.6854810693981945
2012-10-12,3.941172534198918
2012-10-15,4.007513875143548
2012-10-16,3.0413255569948507
2012-10-17,3.264436797313241
2012-10-18,4.168138944623781
2012-10-19,3.6314853194236516
2012-10-22,4.52836245564021
2012-10-23,4.483403552125273
2012-10-24,4.359584333177718
2012-10-25,4.909885893656298
2012-10-26,3.9584553361284085
2012-10-29,4.324440962951919
2012-10-30,3.7077995117019844
2012-10-31,5.226184956434362
2012-11-01,4.99181682621801
2012-11-02,4.005940217258896
2012-11-05,4.1932931149525965
2012-11-06,4.679648799682403
2012-11-07,3.9264302475929465
2012-11-08,3.6716879646001477
2012-11-09,4.436994875503442
2012-11-12,4.039219623041835
2012-11-13,4.09149722482263
2012-11-14,3.5828643284660173
2012-11-15,3.1411639258183017
2012-11-16,4.11807120493955
2012-11-19,4.4524810207471
2012-11-20,3.887096625461979
2012-11-21,4.718214759779434
2012-11-22,3.6480418372922276
2012-11-23,3.47264777251704
2012-11-26,3.9663848464019344
2012-11-27,3.958703712324355
2012-11-28,4.384984365667611
2012-11-29,3.6125185879680077
2012-11-30,4.684047118407449
2012-12-03,4.983458481254127
2012-12-04,3.980427986515829
2012-12-05,4.624855210092159
2012-12-06,3.4717514646873697
2012-12-07,4.537610770590958
2012-12-10,4.523638204279731
2012-12-11,4.431718640094939
2012-12-12,3.992218455564853
2012-12-13,2.522875529378984
2012-12-14,3.679136428173935
2012-12-17,3.687041991157699
2012-12-18,3.5108725309697615
2012-12-19,4.061121502273533
2012-12-20,3.7905182772393826
2012-12-21,3.587693995117489
2012-12-24,3.47059992587609
2012-12-25,3.6422435072573855
2012-12-26,4.560749605924964
2012-12-27,3.669487472686253
2012-12-28,3.7425306467833637
2012-12-31,3.7716511924883767
2013-01-01,4.16949675690471
2013-01-02,4.228124744264266
2013-01-03,2.477671730378419
2013-01-04,4.510817606913804
2013-01-07,4.718184017121877
2013-01-08,3.474906731319165
2013-01-09,3.5138508776325827
2013-01-10,3.774873306110864
2013-01-11,3.6219979902716974
2013-01-14,4.111963436973303
2013-01-15,3.026737356820568
2013-01-16,3.44103619598163
2013-01-17,4.769598600087454
2013-01-18,3.535890016325991
2013-01-21,4.621714139051463
2013-01-22,4.177669097795069
2013-01-23,3.095366142705871
2013-01-24,4.317664597608103
2013-01-25,3.9411663489035735
2013-01-28,3.7722664718751298
2013-01-29,4.122478546586002
2013-01-30,4.237316742783396
2013-01-31,4.3537959109873094
2013-02-01,4.589126423774001
2013-02-04,4.204067956389178
2013-02-05,3.312182955606819
2013-02-06,3.7631772711744045
2013-02-07,5.4715241676343105
2013-02-08,4.362245530190863
2013-02-11,5.184643650405748
2013-02-12,4.697717041099593
2013-02-13,4.120901035777874
2013-02-14,4.1507035348905585
2013-02-15,3.981709980061577
2013-02-18,3.13109769207675
2013-02-19,4.009023626234113
2013-02-20,4.605337276271099
2013-02-21,3.700180002589398
2013-02-22,4.205976499530904
2013-02-25,4.425795522946599
2013-02-26,3.5451597803437624
2013-02-27,3.774348567828168
2013-02-28,3.4910442547614204
2013-03-01,3.5889171966552964
2013-03-04,3.3561973581734694
2013-03-05,3.549775769310987
2013-03-06,4.709727840398919
2013-03-07,3.542261485454854
2013-03-08,4.063229609530345
2013-03-11,3.748565623164522
2013-03-12,4.589432968518469
2013-03-13,4.655581148301808
2013-03-14,4.432034991069473
2013-03-15,4.153067276551377
2013-03-18,3.8844702315795505
2013-03-19,3.404062647904375
2013-03-20,4.971764440561099
2013-03-21,3.6201634911237233
2013-03-22,4.331823173516421
2013-03-25,4.529782786311698
2013-03-26,3.7223597515473354
2013-03-27,4.519006263657981
2013-03-28,4.3821066016694274
2013-03-29,4.863981917690882
2013-04-01,3.7653267667866444
2013-04-02,3.3570679913601427
2013-04-03,3.7472551222777444
2013-04-04,4.104426771267166
2013-04-05,4.029106363542528
2013-04-08,3.803281051862725
2013-04-09,3.0454012705113787
2013-04-10,4.235241498064553
2013-04-11,4.9861722395411
2013-04-12,4.2321256190615015
2013-04-15,4.304567759526757
2013-04-16,4.286222653077551
2013-04-17,4.1985233349412
2013-04-18,4.465832983434048
2013-04-19,4.197686840592833
2013-04-22,3.843661415173362
2013-04-23,3.602005544995623
2013-04-24,3.8755131723596623
2013-04-25,4.157064748225333
2013-04-26,3.8419585194385135
2013-04-29,4.157169341565715
2013-04-30,4.219575066850209
2013-05-01,4.416589715635091
2013-05-02,4.64139748441949
2013-05-03,4.039003709239429
2013-05-06,3.3461117174261696
2013-05-07,3.827447951590405
2013-05-08,4.0220312837033
2013-05-09,3.0821156219114547
2013-05-10,4.694332260051241
2013-05-13,4.0711889562552335
2013-05-14,4.190676417290143
2013-05-15,4.682763231263133
2013-05-16,3.6849285849288265
2013-05-17,4.287020965442015
2013-05-20,3.945067938449032
2013-05-21,3.9079565664920404
2013-05-22,3.6139038060978104
2013-05-23,4.8328016068432635
2013-05-24,3.8122499799622145
2013-05-27,4.349732123447851
2013-05-28,3.062496306264032
2013-05-29,4.5899942648448935
2013-05-30,4.526105577978529
2013-05-31,4.048717055148652
2013-06-03,3.886528766931038
2013-06-04,4.200000002806783
2013-06-05,5.144395330440145
2013-06-06,3.1183816505482573
2013-06-07,4.391013693787063
2013-06-10,3.5441913489230488
2013-06-11,3.9900408018501343
2013-06-12,3.8760599404606686
2013-06-13,3.785840871101122
2013-06-14,3.9947674354736353
2013-06-17,3.432914427361105
2013-06-18,4.514590218063984
2013-06-19,3.1029282444007
2013-06-20,4.269882256414171
2013-06-21,3.8367320737327146
2013-06-24,3.414537553096273
2013-06-25,4.101191685299348
2013-06-26,3.221524456646761
2013-06-27,4.019856910859818
2013-06-28,3.288561546094223
2013-07-01,4.230636042158916
2013-07-02,3.5378213331848123
2013-07-03,3.7745029914853454
2013-07-04,4.146974693971581
2013-07-05,3.6137289440788822
2013-07-08,3.9710180001658486
2013-07-09,3.243084749377573
2013-07-10,4.315437801798078
2013-07-11,4.8824569027753855
2013-07-12,5.396104433954981
2013-07-15,4.045584073333219
2013-07-16,4.394102070398594
2013-07-17,3.1096871635462553
2013-07-18,4.7513671631527945
2013-07-19,4.388114252362053
2013-07-22,3.7580332775243837
2013-07-23,4.618590400144504
2013-07-24,3.8727619616773294
2013-07-25,3.7709874084927217
2013-07-26,4.237667462713746
2013-07-29,3.4683227500848406
2013-07-30,4.510812382199974
2013-07-31,3.4720050940365783
2013-08-01,3.474972605088407
2013-08-02,3.545155105795833
2013-08-05,4.379750018758061
2013-08-06,3.691612319240146
2013-08-07,3.3260021078164157
2013-08-08,3.6971600000321008
2013-08-09,3.9839788146597566
2013-08-12,3.409513758167807
2013-08-13,3.4241594454828284
2013-08-14,5.055648167049792
2013-08-15,3.5697172980930567
2013-08-16,3.8384788156134966
2013-08-19,3.816381499600357
2013-08-20,3.789321596114779
2013-08-21,4.310673369984551
2013-08-22,4.474071475236025
2013-08-23,3.8470227842342037
2013-08-26,3.3817608567038255
2013-08-27,4.637220113924451
2013-08-28,3.9523294544016587
2013-08-29,4.865160907428584
2013-08-30,2.8772070512174186
2013-09-02,4.09770161064166
2013-09-03,4.959303166938104
2013-09-04,3.823367932280921
2013-09-05,3.887253288332682
2013-09-06,4.147755845795169
2013-09-09,3.7206020905575214
2013-09-10,3.8439640339736334
2013-09-11,3.8310924529042985
2013-09-12,3.6862896327868135
2013-09-13,4.61442827510028
2013-09-16,4.230539016148217
2013-09-17,4.125314116051651
2013-09-18,4.404285503445059
2013-09-19,3.8678220833982664
2013-09-20,3.61289809082355
2013-09-23,3.6986878476927214
2013-09-24,4.000891520552305
2013-09-25,3.470394145813549
2013-09-26,3.7498694917066624
2013-09-27,3.7419416790642828
2013-09-30,5.062278114914507
2013-10-01,2.6130925300330414
2013-10-02,3.910190139297183
2013-10-03,4.862846896407385
2013-10-04,4.060922232066227
2013-10-07,4.376708736710547
2013-10-08,4.049913157549884
2013-10-09,3.66633330939176
2013-10-10,2.8790420327455433
2013-10-11,4.102727843518151
2013-10-14,3.6121966976988045
2013-10-15,3.599832296917348
2013-10-16,3.750506372010444
2013-10-17,4.872430703311747
2013-10-18,5.202418771126986
2013-10-21,4.108603968764201
2013-10-22,3.7676163880441362
2013-10-23,3.4113867912743947
2013-10-24,4.234270080773035
2013-10-25,4.891452800032572
2013-10-28,3.8763298064874214
2013-10-29,2.810501979623388
2013-10-30,4.335024835907761
2013-10-31,4.492699855725025
2013-11-01,3.2070771798070763
2013-11-04,4.088242091831477
2013-11-05,4.225613008068049
2013-11-06,3.963446348995531
2013-11-07,3.604614540457323
2013-11-08,4.507968611781778
2013-11-11,3.7983101270156587
2013-11-12,3.257406918650034
2013-11-13,2.9752627571651598
2013-11-14,4.630424759999655
2013-11-15,4.308331988235559
2013-11-18,4.043986773564584
2013-11-19,3.779862681574598
2013-11-20,3.7355007928984367
2013-11-21,3.4621316757791942
2013-11-22,3.7842721777200574
2013-11-25,2.939956392439913
2013-11-26,3.6319681732657427
2013-11-27,3.8445312418244533
2013-11-28,4.3049400235952096
2013-11-29,3.980036768313318
2013-12-02,4.397461556937779
2013-12-03,4.674567552556715
2013-12-04,4.5290850469120505
2013-12-05,4.235254923689278
2013-12-06,4.005931339590392
2013-12-09,3.5096059957932204
2013-12-10,4.369972025689658
2013-12-11,4.839873691110765
2013-12-12,4.171053019825209
2013-12-13,4.958629574213061
2013-12-16,3.237214145969458
2013-12-17,3.4229183076102294
2013-12-18,4.427600753874131
2013-12-19,4.132145105076625
2013-12-20,4.656891088285904
2013-12-23,3.99226417963663
2013-12-24,3.566012288735834
2013-12-25,3.893203378897479
2013-12-26,3.233658014538133
2013-12-27,3.4357046634514825
2013-12-30,4.486221998959005
2013-12-31,4.436393707234805
2014-01-01,4.181502142403039
2014-01-02,3.139461239519765
2014-01-03,3.8207982122435555
2014-01-06,3.3875000556699746
2014-01-07,4.5882666268938825
2014-01-08,3.7081389332186996
2014-01-09,3.457126144609225
2014-01-10,4.014898082560713
2014-01-13,3.679922771582694
2014-01-14,4.741871955101853
2014-01-15,3.6325945512329048
2014-01-16,3.3003858703876845
2014-01-17,2.923543242121242
2014-01-20,3.9846067487932926
2014-01-21,3.719034943071037
2014-01-22,3.2855476967441364
2014-01-23,4.594613230627893
2014-01-24,4.333622573714621
2014-01-27,3.9858910605313853
2014-01-28,4.682163122085433
2014-01-29,4.3312680166993065
2014-01-30,3.588572049240784
2014-01-31,3.480389918004617
2014-02-03,4.408990772226931
2014-02-04,4.198183478233675
2014-02-05,4.084873883985331
2014-02-06,3.576751098565546
2014-02-07,4.303973783502877
2014-02-10,3.6222505584330253
2014-02-11,3.949006672703161
2014-02-12,4.72347207319349
2014-02-13,3.669582882094927
2014-02-14,3.2135053714635697
2014-02-17,3.4737264040649447
2014-02-18,4.497149413343812
2014-02-19,4.127365568690105
2014-02-20,3.9355613106556233
2014-02-21,3.7454530973442153
2014-02-24,4.242679953776595
2014-02-25,3.575447574504888
2014-02-26,4.152832784321298
2014-02-27,3.6343727155935217
2014-02-28,3.551170307362473
2014-03-03,3.681256282587494
2014-03-04,3.812296276758019
2014-03-05,3.9755850820331484
2014-03-06,4.117727897555557
2014-03-07,2.155817354285778
2014-03-10,3.5961747211266175
2014-03-11,3.8042150113219804
2014-03-12,4.752531019304165
2014-03-13,3.4599986958089337
2014-03-14,4.081398309049956
2014-03-17,4.747515154867918
2014-03-18,3.3435157350263633
2014-03-19,4.196987612932201
2014-03-20,3.5988640830327396
2014-03-21,3.7476831288553827
2014-03-24,3.5984445830233427
2014-03-25,3.634071345792057
2014-03-26,5.360956073953247
2014-03-27,4.422227936035833
2014-03-28,4.550868930893104
2014-03-31,4.245996743418248
2014-04-01,3.196871605799021
2014-04-02,4.197478985161654
2014-04-03,4.536464807253673
2014-04-04,3.5733002629804442
2014-04-07,4.482663333580564
2014-04-08,4.352168104927039
2014-04-09,4.926020022406835
2014-04-10,3.7911084937431907
2014-04-11,3.4511945088621365
2014-04-14,3.8191859453137273
2014-04-15,4.717785496581811
2014-04-16,3.0857970595790185
2014-04-17,2.965812142284484
2014-04-18,4.044697639465807
2014-04-21,3.778705353612922
2014-04-22,4.003863946587843
2014-04-23,4.472655885617932
2014-04-24,3.7237153269405736
2014-04-25,3.06349708453469
2014-04-28,5.022240778599972
2014-04-29,3.5013858562806117
2014-04-30,3.4704814389939513
2014-05-01,4.551860006861299
2014-05-02,3.807755439479241
2014-05-05,3.9683050739825947
2014-05-06,4.241395062030159
2014-05-07,4.541791551554998
2014-05-08,3.833269653409114
2014-05-09,4.759976002957149
2014-05-12,2.9321000756325972
2014-05-13,4.3798936184765385
2014-05-14,3.5802362209911713
2014-05-15,4.6861356583039955
2014-05-16,4.071022239415273
2014-05-19,3.6635473339952993
2014-05-20,4.331420546510817
2014-05-21,4.446594173603626
2014-05-22,4.320947061429319
2014-05-23,3.4851518801834698
2014-05-26,3.7579914381889576
2014-05-27,3.9979635814392824
2014-05-28,3.97937017367497
2014-05-29,4.374872737719174
2014-05-30,2.992549383746696
2014-06-02,4.1671635272767515
2014-06-03,3.85500932278168
2014-06-04,3.5807496918080237
2014-06-05,3.6287566111152003
2014-06-06,3.8927311677410183
2014-06-09,2.199457447770241
2014-06-10,3.649355214604225
2014-06-11,3.562092587676853
2014-06-12,4.266391604661312
2014-06-13,3.5972366587447397
2014-06-16,3.8924430999147552
2014-06-17,4.771138313830651
2014-06-18,4.497175759907711
2014-06-19,4.451135699971727
2014-06-20,3.750063784794574
2014-06-23,4.2715161396448265
2014-06-24,3.883051099773203
2014-06-25,3.9019533946615312
2014-06-26,4.2048426718732745
2014-06-27,3.7015032057895336
2014-06-30,4.746501552221602
2014-07-01,3.9199349302010313
2014-07-02,4.309180283129832
2014-07-03,4.727800239628649
2014-07-04,4.515826887287588
2014-07-07,3.2955404486547377
2014-07-08,4.222447947504942
2014-07-09,4.4253596972303235
2014-07-10,4.445931511080374
2014-07-11,3.4433525829426843
2014-07-14,3.671482381491338
2014-07-15,4.497279117870811
2014-07-16,3.619119814658677
2014-07-17,3.850151971667843
2014-07-18,4.787937904750985
2014-07-21,3.976100374807605
2014-07-22,3.6366129310830786
2014-07-23,3.5611913215685473
2014-07-24,4.166359664792594
2014-07-25,3.3334259957613956
2014-07-28,3.876332018051791
2014-07-29,4.166615267495011
2014-07-30,4.6495749102738335
2014-07-31,4.333774040184998
2014-08-01,3.642967441008911
2014-08-04,4.58920965878186
2014-08-05,3.8502424812262612
2014-08-06,3.3821484889752957
2014-08-07,3.9139793203672637
2014-08-08,4.719084600572851
2014-08-11,4.082620025032463
2014-08-12,4.006260932164893
2014-08-13,4.818605822351427
2014-08-14,3.2843225764727864
2014-08-15,3.357200442973614
2014-08-18,3.192076764516584
2014-08-19,4.186324093240027
2014-08-20,4.083246563557562
2014-08-21,4.771368183639888
2014-08-22,4.121737538568385
2014-08-25,3.797921420260349
2014-08-26,4.000897436439054
2014-08-27,4.058853709230479
2014-08-28,3.1641193633359164
2014-08-29,5.3551658221674465
2014-09-01,4.259935509050956
2014-09-02,4.1050041540112945
2014-09-03,4.307581992139291
2014-09-04,4.354705490293303
2014-09-05,3.929723257248784
2014-09-08,3.6843794318796497
2014-09-09,4.299725343160852
2014-09-10,4.192855420265726
2014-09-11,3.595054950455296
2014-09-12,4.709517805683632
2014-09-15,4.146676018161491
2014-09-16,4.364909681133815
2014-09-17,4.69596044383996
2014-09-18,4.010944410582417
2014-09-19,4.158476003492058
2014-09-22,4.405013619253058
2014-09-23,3.637569458099974
2014-09-24,4.027025831423001
2014-09-25,4.062774293325574
2014-09-26,3.5219707241583027
2014-09-29,5.158818394336939
2014-09-30,3.2963532782537985
2014-10-01,3.350948048156421
2014-10-02,4.657113287851789
2014-10-03,4.356633125398271
2014-10-06,3.487017591259611
2014-10-07,4.303644507550846
2014-10-08,4.733925222498655
2014-10-09,3.9848684712015072
2014-10-10,5.299411450037291
2014-10-13,3.137969094565982
2014-10-14,4.346911726929551
2014-10-15,4.583264168110501
2014-10-16,4.445671950802623
2014-10-17,3.897822136677176
2014-10-20,3.854779258994425
2014-10-21,4.2220725855436285
2014-10-22,4.407877243326035
2014-10-23,4.3012367181411815
2014-10-24,4.520028945396694
2014-10-27,3.490565021466632
2014-10-28,3.8861145104381825
2014-10-29,3.529992033938123
2014-10-30,3.806943611956929
2014-10-31,4.507610445907153
2014-11-03,4.053991960362614
2014-11-04,5.303429581574885
2014-11-05,4.096703183594858
2014-11-06,4.029845940289868
2014-11-07,4.053091459720108
2014-11-10,3.681095653570032
2014-11-11,3.971081693811203
2014-11-12,4.563894013555823
2014-11-13,4.056985334063886
2014-11-14,3.6032701350582643
2014-11-17,3.537457689760682
2014-11-18,3.7748990541670784
2014-11-19,4.03693171720544
2014-11-20,4.596793267738131
2014-11-21,3.3297556793167815
2014-11-24,3.840086861055622
2014-11-25,4.072155009717539
2014-11-26,3.0831471161852826
2014-11-27,3.583200858516797
2014-11-28,3.6600557301319068
2014-12-01,3.6020148130747507
2014-12-02,4.095944772510824
2014-12-03,3.919720195249101
2014-12-04,3.722356948699482
2014-12-05,4.213981313276317
2014-12-08,4.861537358823125
2014-12-09,4.8196282583708765
2014-12-10,3.0386141139688316
2014-12-11,4.28853609191757
2014-12-12,3.910988354968081
2014-12-15,4.077577671432678
2014-12-16,3.8008584832287258
2014-12-17,4.058794314943601
2014-12-18,4.075703698036009
2014-12-19,3.7105241213255384
2014-12-22,3.5518162260874098
2014-12-23,3.775652158690258
2014-12-24,4.117129632228383
2014-12-25,4.299498170842132
2014-12-26,4.4266744886700735
2014-12-29,3.7529049884665437
2014-12-30,4.141922283651368
2014-12-31,4.481251295976649
2015-01-01,4.582797447572064
2015-01-02,3.9705835729342387
2015-01-05,3.8895341375301937
2015-01-06,4.095562116918196
2015-01-07,3.425146263551297
2015-01-08,3.9031952444822458
2015-01-09,4.372293199236565
2015-01-12,4.32097356472185
2015-01-13,3.8648661978180554
2015-01-14,4.108859100543583
2015-01-15,3.5876748298546564
2015-01-16,4.351746074112512
2015-01-19,3.9610892819317636
2015-01-20,3.862024274151931
2015-01-21,3.8191380819533065
2015-01-22,3.968553066550071
2015-01-23,3.7760611775340207
2015-01-26,4.329071518001282
2015-01-27,3.8023582259919095
2015-01-28,4.796482048013691
2015-01-29,4.73260525174069
2015-01-30,3.5542282550727475
2015-02-02,4.03485213471464
2015-02-03,3.6746716893319027
2015-02-04,3.836676218405694
2015-02-05,5.001213733822398
2015-02-06,3.8462142914421005
2015-02-09,4.180113018538714
2015-02-10,4.2706606470041395
2015-02-11,3.4996853137583797
2015-02-12,3.5724522627953976
2015-02-13,3.3969888142959404
2015-02-16,3.5570146330511117
2015-02-17,2.574984945341409
2015-02-18,4.272291200396814
2015-02-19,5.0270969206280345
2015-02-20,4.073910369518264
2015-02-23,3.2918655703296964
2015-02-24,3.678611808550026
2015-02-25,3.7705615774875016
2015-02-26,3.491207611393312
2015-02-27,4.430091319197579
2015-03-02,4.405130022187667
2015-03-03,3.42227410309117
2015-03-04,4.362540522223754
2015-03-05,4.763406331788633
2015-03-06,4.95127910261478
2015-03-09,5.4326060115429815
2015-03-10,3.549003675278401
2015-03-11,5.412110213197602
2015-03-12,3.822896805745606
2015-03-13,3.703767272309743
2015-03-16,4.163536187438923
2015-03-17,3.708969332953494
2015-03-18,4.199522070323263
2015-03-19,3.339961406131349
2015-03-20,3.8806236989682827
2015-03-23,4.64279111718084
2015-03-24,3.971469354284422
2015-03-25,4.070797893369941
2015-03-26,4.2376293023586555
2015-03-27,4.58533081465883
2015-03-30,3.1723876439052834
2015-03-31,4.292262025918717
2015-04-01,3.865930430379118
2015-04-02,4.083318947655919
2015-04-03,4.529975084881189
2015-04-06,3.402906674294078
2015-04-07,3.493677779278455
2015-04-08,3.032285020143097
2015-04-09,3.7254205291181117
2015-04-10,4.6652161721894085
2015-04-13,3.9397064057632654
2015-04-14,3.3299375521726073
2015-04-15,3.7571606277124765
2015-04-16,3.2560691482546886
2015-04-17,3.4374069491344192
2015-04-20,4.194409455131857
2015-04-21,3.4130633368469856
2015-04-22,4.556317152601651
2015-04-23,3.964439854584832
2015-04-24,4.042797351972263
2015-04-27,3.860813516196053
2015-04-28,4.386423919271862
2015-04-29,4.391579943888505
2015-04-30,4.167527175956086
2015-05-01,4.282394552953824
2015-05-04,3.8939551650397872
2015-05-05,4.271101503454524
2015-05-06,3.8310611122630966
2015-05-07,4.001115811081201
2015-05-08,3.8626781253168514
2015-05-11,3.771390730340402
2015-05-12,3.655444101139105
2015-05-13,4.233845051929443
2015-05-14,4.655302956406731
2015-05-15,4.58555098583478
2015-05-18,3.3717173320272824
2015-05-19,4.644601525703437
2015-05-20,3.8409207491910355
2015-05-21,4.300366507572796
2015-05-22,3.5468923339763947
2015-05-25,4.0709899569370025
2015-05-26,4.156861591448454
2015-05-27,3.2576976040401737
2015-05-28,4.304133583172095
2015-05-29,4.672967503919158
2015-06-01,3.912676027159186
2015-06-02,4.680084065414007
2015-06-03,3.905153253273796
2015-06-04,4.424792265523308
2015-06-05,2.8907150170244504
2015-06-08,5.209388889656732
2015-06-09,4.747729122621479
2015-06-10,3.8576872478731605
2015-06-11,3.013955486678091
2015-06-12,4.144014184152745
2015-06-15,3.2780372264631215
2015-06-16,4.222426768778744
2015-06-17,4.205782859582141
2015-06-18,3.5292984154989875
2015-06-19,4.560483511807189
2015-06-22,4.402787351403087
2015-06-23,4.487911668644282
2015-06-24,4.004428851834447
2015-06-25,3.292237966543147
2015-06-26,4.488936136105568
2015-06-29,3.8648143004321045
2015-06-30,3.3051099284036654
2015-07-01,4.676019682987163
